,대화셋일련번호,content
4611,A32958,집주인이 혹시 동의 안하면 어떻게 되나요?
4612,A32958,"그러면 전세자금대출은 불가능하고, 신용대출 등 다른 대출을 받으셔야 합니다."
4613,A32958,그럼 우선 집주인과 먼저 이야기 해 본 후 문의드려야 겠네요.
4614,A32958,"네, 고객님 그렇게 하시는 것이 좋겠어요."
4615,A32958,또 궁금하신 사항이 있으십니까?
4616,A32958,"아니요, 감사합니다."
4617,A32959,주택담보대출을 받을수 있는지 궁금해서요
4618,A32959,어떤 종류의 주택이신가요?
4619,A32959,아파트 담보대출요.
4620,A32959,아파트 구입을 위한 대출이신가요? 
4621,A32959,"아니요, 소유하고 있는 아파트를 담보로 대출하려구요."
4622,A32959,그런 경우에는 소득 증빙 자료를 제출하셔야 합니다.
4623,A32959,소득 증빙 자료가 무엇인가요?
4624,A32959,직전년도 급여나 사업소득자료 또는 건강보험료 납부내역 등입니다.
4625,A32959,소유중인 아파트를 담보로 대출할 경우 한도가 어떻게 되나요?
4626,A32959,한도는 1년에 1억원입니다.
4627,A32959,네? 아파트 시세가 5억인데요.
4628,A32959,"아파트 구입시에는 지역에 따라 50~70%까지 대출이 되지만, 소유중인 아파트를 담보로 대출하실 때에는 생활비 담보대출 명목으로 1년에 최대 1억원까지만 가능합니다."
4629,A32959,왜 그래요?
4630,A32959,정부에서 그렇게 정하였기 때문입니다.
4631,A32959,"네, 어쩔 수 없네요."
4632,A32959,은행에 방문해서 신청해야 하나요?
4633,A32959,"네, 소득증빙자료와 아파트 등기부등본을 가지고 대출상담계로 방문해 주시면 됩니다."
4634,A32959,알겠습니다.
4635,A32959,다른 문의사항 있으신가요?
4636,A32959,없습니다.
4637,A32960,마이너스 대출? 있다고 하던데 신청할수 있을까요?
4638,A32960,마이너스 통장은 만드셨나요?
4639,A32960,아니요.
4640,A32960,어떻게 만드나요?
4641,A32960,영업점을 방문해 주시거나 인터넷뱅킹에서 신청하실 수도 있습니다. 
4642,A32960,필요한 서류 뭔가요?
4643,A32960,"필요한 서류는 신분증, 재직증명서,소득금액증명원 입니다"
4644,A32960,아 저는 프리랜서라서 신분증과 소득금액증명원만 있어요.
4645,A32960,재직증명서는 필수인가요?
4646,A32960,사업자등록증이 있으세요?
4647,A32960,"아니요, 없어요."
4648,A32960,그런 경우에는 소득금액증명원과 고객님의 신용도에 따라 마이너스 통장 개설여부가 결정됩니다.
4649,A32960,저의 경우에는 얼마까지 받을 수 있을까요?
4650,A32960,"고객님의 동의하에 신용도를 조회해 보고 결정해야 하므로, 재직증명서가 없는 경우에는 영업점에 직접 방문하셔서 상담하시는 것을 추천드립니다."
4651,A32960,요즘 마이너스 통장 대출금리는 어느정도 되나요?
4652,A32960,고객님의 신용도에 따라 다릅니다. 보통 최저 2%에서 최대 4% 사이입니다.
4653,A32960,네 알겠습니다.
4654,A32960,대출상담 가능한 영업점을 알려주시겠어요?
4655,A32960,가까운 영업점 어디에서든지 상담받으실 수 있습니다.
4656,A32960,네 감사합니다
4657,A32961,주택청약저축을 담보로 대출이 될까요?
4658,A32961,"네, 담보대출 가능합니다."
4659,A32961,얼마까지 빌려주나요?
4660,A32961,예금액의 80%까지 대출해 드립니다.
4661,A32961,그렇군요.
4662,A32961,이자는 얼마쯤 되나요?
4663,A32961,변동금리로 대출되는데 현재 기준으로는 3.2%입니다. 
4664,A32961,대출신청은 어떻게 하나요?
4665,A32961,"예금담보대출이므로, 인터넷뱅킹에서 신청하시면 바로 대출금이 입금됩니다."
4666,A32961,아 그렇게 간단해요? 좋네요.
4667,A32961,지금 신청하도록 도와드릴까요?
4668,A32961,"네, 도와주세요."
4669,A32961,우선 인터넷 뱅킹 접속하시겠어요?
4670,A32961,"네, 잠시만요."
4671,A32961,접속되시면 말씀해 주세요.
4672,A32961,"네, 접속했어요."
4673,A32961,대출메뉴로 가셔서 예금담보대출을 선택해 주세요.
4674,A32961,"네, 했어요."
4675,A32961,"원하는 대출금액을 기입하시고, 접수 버튼을 눌러주시면 됩니다."
4676,A32961,"네, 감사합니다."
4677,A32962,직장인 입니다. 중소기업에 다니고 있는데 전세대출을 받고싶어 문의 드립니다. 
4678,A32962,"네, 중소기업직장인 전세대출상품을 안내해 드리겠습니다."
4679,A32962,다니고 계신곳이 300인 미만의 중소기업인가요?
4680,A32962,네네
4681,A32962,근무하신지 얼마나 되셨나요?
4682,A32962,1년 되었습니다.
4683,A32962,그런 경우에 딱 맞는 상품이 있습니다. 중소기업 직장인들을 위한 전세대출로 금리가 보통 상품의 절반정도입니다.
4684,A32962,아하. 금리가 얼마인가요?
4685,A32962,금리는 연 1.25%입니다.
4686,A32962,대출은 얼마까지 받을 수 있나요?
4687,A32962,총 전세보증금이 얼마인가요?
4688,A32962,1억 2천만요.
4689,A32962,그러면 9000만원까지 연 1.25%로 대출됩니다.
4690,A32962,대출기간은 얼마나 되나요?
4691,A32962,"중소기업 직장인들을 위한 국가지원 상품이라서 3년까지 가능하고, 3년 이후에는 다른 상품으로 전환하셔야 합니다."
4692,A32962,아 그렇군요.
4693,A32962,다른 상품이라면 어떤건가요?
4694,A32962,버팀목 전세자금대출 상품 등으로 전환하면 됩니다.
4695,A32962,그 상품은 이자율이 어떻게 되나요?
4696,A32962,현재 기준으로 2% 초반입니다.
4697,A32963,직장인들을 위한 대출에 대해서 알아보려구요.
4698,A32963,"네, 무엇을 도와드릴까요?"
4699,A32963,저는 중소기업에 다니고 있어요.
4700,A32963,현직장에서 근무하신지 얼마나 되셨나요?
4701,A32963,이제 한달 되었어요.
4702,A32963,"고객님, 직장인 대출은 최소 3개월 이상 근무하셔야 신청 가능하십니다."
4703,A32963,대출 신청 서류는 뭐가 필요해요?
4704,A32963,"재직증명서, 소득증명원, 신분증을 가지고 영업점에 가셔서 신청하시면 됩니다."
4705,A32963,"네, 그럼 3개월 지나 방문해야 겠네요."
4706,A32963,대출 한도는 얼마나 되는지 지금 알 수 있나요?
4707,A32963,대출한도는 심사를 한 후 알려드릴 수가 있습니다.
4708,A32963,제가 연봉이 3000만원인데 대충 얼마나 나오는지 알 수 없나요?
4709,A32963,"네, 심사를 해 봐야 정확히 알 수 있는 부분이라서 답변을 해 드리기 힘듭니다."
4710,A32963,네 알겠어요.
4711,A32963,그럼 대출신청후 승인까지는 얼마나 걸리나요?
4712,A32963,서류 제출하시면 당일 안에 결과를 알려드릴 수 있어요.
4713,A32963,제가 다른 대출이 1000만원 정도 있는데 영향을 미칠까요?
4714,A32963,"네, 그러면 대출한도가 그만큼 줄어들 수 있습니다."
4715,A32963,네 알겠습니다.
4716,A32963,네 그럼 언제든지 궁금한 사항이 있으면 문의해 주세요.
4717,A32964,학자금 대출을 받고싶어 문의 드립니다. 
4718,A32964,대학생이신가요?
4719,A32964,네 현재 3학년에 재학중 입니다.
4720,A32964,한국장학재단을 통해 학자금 대출을 받으실 수 있습니다.
4721,A32964,이자는 얼마나 되나요?
4722,A32964,현재 기준으로 2.2%이고 변동금리입니다.
4723,A32964,이자는 언제 납부하나요?
4724,A32964,이자는 취업전까지 유예가능합니다. 즉 취업한 후부터 갚으시면 됩니다.
4725,A32964,원금상환은 어떻게 하나요?
4726,A32964,취업 이후 일정 소득이 넘으면 의무적 상환을 하게 되시고 그 이전까지는 자발적 상환을 하실 수 있습니다.
4727,A32964,대출기간은 얼마나 되나요?
4728,A32964,최대 20년입니다. 거치기간이 최대 10년이고 상환기간이 최대 10년입니다.
4729,A32964,거치기간이 무슨 뜻이에요?
4730,A32964,거치기간이란 이자만 납입하는 기간을 의미합니다. 즉 최대 10년까지는 대출금 이자만 납입하시면 된다는 뜻입니다.
4731,A32964,부모님 동의를 받아야 하나요?
4732,A32964,"사전 동의를 받으실 필요는 없지만, 등록금 대출한 사실이 부모님에게 안내됩니다."
4733,A32964,네 알겠습니다.
4734,A32964,혹시 이번에 조금 받고 이후에 추가로 받을 수도 있나요?
4735,A32964,"네, 가능합니다."
4736,A32964,"네, 도움되었습니다."
4737,A32965,적금을 담보로 대출을 받을수도 있나요?
4738,A32965,적금을 담보로 대출하시면 됩니다.
4739,A32965,아 그렇군요.
4740,A32965,얼마까지 대출될까요?
4741,A32965,적금 잔액의 90%까지 대출이 됩니다.
4742,A32965,이자는요?
4743,A32965,이자는 현재 기준 2.5%입니다.
4744,A32965,어떻게 신청해요?
4745,A32965,인터넷뱅킹이나 스마트폰뱅킹으로 신청하시면 유리합니다. 이자도 0.1% 할인됩니다.
4746,A32965,"네, 지금 하고 싶은데요."
4747,A32965,인터넷뱅킹이나 스마트폰뱅킹에 접속 가능하세요?
4748,A32965,"네, 스마트폰뱅킹에 접속했어요."
4749,A32965,대출신청에 가셔서 검색창에 적금담보대출을 치시면 해당페이지로 이동됩니다.
4750,A32965,"네, 이동했어요."
4751,A32965,화면에 안내된 대로 신청하시면 됩니다.
4752,A32965,대출금액은 제가 알아서 넣나요?
4753,A32965,"네, 거기에 안내된 최대 한도이하의 금액을 쓰시면 됩니다."
4754,A32965,네 그렇게 하겠습니다. 감사합니다.
4755,A32965,"진행하시면서, 추가 문의사항 있으시면 남겨주세요."
4756,A32965,네 알겠습니다. 
4757,A32966,대출금리를 낮출 수 있는 방법이 있을까요?
4758,A32966,가능하실 수 있습니다.
4759,A32966,어떤 경우에 가능한가요?
4760,A32966,"고객님의 신용도가 대출시점보다 올라가셨거나, 급여가 오르셔서 상환능력이 좋아진 경우에 경우가능합니다."
4761,A32966,아 그렇군요. 
4762,A32966,가능한지 확인이 될까요?
4763,A32966,고객님 정보를 검토해 보아야 가능합니다.
4764,A32966,심사기간이 따로 있나요?
4765,A32966, 그러니까 금리 인하를 위해 신청기간이 따로 있냐는 거죠
4766,A32966,네 그렇습니다.
4767,A32966,대출 시작후 1년이 경과된 시점부터 가능합니다.
4768,A32966,그러면 제가 대상자가 되는지 확인해 볼 수 있나요?
4769,A32966,본인인지 확인하기 위해 문자를 보내면 인증해 주시겠어요?
4770,A32966,네
4771,A32966,본인확인을 위해 지금 보내드린 문자에 보이는 링크로 인증해 주십시요.
4772,A32966,"네, 했어요."
4773,A32966,"네, 고객님은 금리인하 대상이 됩니다."
4774,A32966,아 다행이네요.
4775,A32966,그럼 신청은 어떻게 하면되죠?
4776,A32966,신분증을 가지고 영업점을 방문해 주시면 됩니다.
4777,A32967,신용카드 장기대출 문자를 받았는데 대출이 된다는 건가요?
4778,A32967,"네, 신용카드 장기대출 가능합니다."
4779,A32967,"고객님 개인정보 동의후, 진행이 가능한데 진행 해드릴까요?"
4780,A32967,네 부탁 드릴게요
4781,A32967,"네, 고객님. 보내드리는 문자에 나온 개인 인증 안내에 따라 해 주시기 바랍니다."
4782,A32967,"네, 완료하였습니다."
4783,A32967,대출 한도는 얼마까지인가요?
4784,A32967,고객님은 현재 2000만원까지 신용카드 장기론을 받으실 수 있습니다.
4785,A32967,이자율은 얼마인가요?
4786,A32967,"저희 회사 로얄회원이셔서, 신용카드 장기론 연 3.2%로 대출받으실 수 있습니다."
4787,A32967,신용카드 장기론 신청하시겠어요?
4788,A32967,어떻게 신청하면 되는지 알려주실래요?
4789,A32967,생각 좀 해 보고 신청하게요.
4790,A32967,"네, 고객님. 카드사 홈페이나 스마트폰 어플에서 신청하실 수 있습니다."
4791,A32967,신청메뉴가 따로 있나요?
4792,A32967,"네, 카드사 홈페이지 안에 신청메뉴를 보내드릴께요. "
4793,A32967,문자로 좀 보내주시겠습니까? 
4794,A32967,나중에 하려니 문자가 편할 것 같네요.
4795,A32967,"네, 지금 문자로 보내드리겠습니다."
4796,A32967,감사합니다.
4797,A32968,아파트 담보대출 받으려는데요
4798,A32968,신용카드 사용액으로 대출 소득증빙이 될까요? 뭔지 잘 모르겠어요
4799,A32968,직전년도 소득금액 증빙 제출이 어려워서요.
4800,A32968,"네, 전년도 신용카드사용액을 기준으로 추정소득금액을 산정하여 대출을 진행하기도 합니다."
4801,A32968,전년도 신용카드 사용액이 2000만원 가량 됩니다.
4802,A32968,그러면 연소득은 얼마로 추정되나요?
4803,A32968,신용카드 사용액이 2000만원이시면 추정소득 4000만원입니다.
4804,A32968,그러면 대출한도가 얼마나 나오는거죠?
4805,A32968,연소득 4000만원 기준 대출한도는 대출기간에 따라 달라집니다.
4806,A32968,최대 얼마까지 가능할까요? 
4807,A32968,대출기간은 얼마로 설정해야 많이 나오나요?
4808,A32968,대출기간은 최대 20년으로 설정하시면 대출한도는 1억원까지 가능합니다.
