	상담사답변
6711	1일 이체한도 변경을 원하시면 영업점에 방문해주시기 바랍니다.
6714	오픈뱅킹 서비스를 등록하시면 됩니다. 
6717	토스앱에서 계좌 메뉴를 선택하시고 이용하시는 은행과 계좌번호들을 연결하시면 됩니다.
6720	네, 시중은행 뿐 아니라 OO은행를 비롯한 온라인은행도 등록됩니다.
6722	계좌를 등록하면 해당은행에서 오픈뱅킹에 등록되었다는 문자를 받으실 거에요. 그러면 등록이 이루어진 것입니다.
6724	각 은행의 인터넷뱅킹이나 스마트폰 뱅킹에 일일히 접속하지 않아도, 오픈뱅킹앱에서 등록된 은행계좌에서 출금 및 이체가 가능합니다.
6726	오픈뱅킹 앱과 금융서비스 회사마다 정책이 다르니 확인하셔야 합니다. 
6728	보통 월 5회까지 무료이고, 초과시 건당 수수료가 부과됩니다.
6730	오픈뱅킹마다 멤버쉽을 운영하고 있어요. 멤버쉽 가입시 이체수수료 면제를 비롯한 다양한 혜택을 얻으실 수 있습니다.
6732	네, 매월 OOO원입니다.
6738	네, 은행 계좌나 카드로 자동납부 등록하실 수 있습니다.
6740	네, 카드로도 가능합니다.
6742	네, 삼성카드로 자동납부 신청 가능합니다.
6744	건강보험공단에 연락하셔서 카드사와 카드번호를 자동납부 등록하시면 됩니다.
6750	인터넷 뱅킹 접속하셔서, 4대보험료 메뉴를 선택하시고 통합사회보험료 납부를 선택하셔서 자동이체 등록하시면 됩니다.
6752	전화로는 불가능합니다. 개인인증이 필요해서 인터넷뱅킹으로 접속하셔야만 가능합니다.
6756	그러면 가능합니다. 
6759	인터넷 뱅킹에 접속하시면 이체메뉴 아래에 이체결과 조회가 있습니다. 여기서 확인하실 수 있습니다.
6765	고객님께서 며칠 안에 동일한 계좌로 송금하실 때에는 최근 이체계좌 조회를 통해서 해당계좌 번호를 불러 오실 수 있습니다.
6768	네, 출금이체 알림 문자서비스를 신청하시면 됩니다. 그러나 이런 경우, 보안상 상대방 계좌번호의 일부가 가려집니다.
6771	인터넷 뱅킹에 접속하셔서 개인정보 변경에서 신청가능하십니다.
6776	스마트폰에서 은행 어플을 설치하시면 휴대폰으로 송금하실 수 있습니다.
6780	플레이스토어 가셔서 은행이름을 찍으면, 스마트 폰뱅킹 앱을 설치하실 수 있습니다.
6782	인터넷 뱅킹에 접속하셔서, 공인인증서 관리 메뉴에서 스마트폰으로 공인인증서를 내보내기를 통해서 스마트폰에 공인인증서 설치를 하실 수 있습니다.
6785	지문인증을 등록하시면 공인인증서 없이도 인증하실 수 있습니다.
6787	은행 어플 설치 하지 않고, 스마트폰으로 돈을 송금하시려면 오픈뱅킹앱을 까시는 방법도 있습니다.
6790	인터넷에 검색하시면 토스 등의 오픈뱅킹 앱을 찾으실 수 있습니다.
6792	네 고객님, 은행 앱을 까시면 편리하게 휴대폰으로 편리하게 이체 뿐 아니라 다양한 서비스를 이용하실 수 있으니, 은행 앱을 사용하실 것을 권장드립니다.
6795	네, 우대고객이 되시면 타행이체 수수료가 면제되십니다.
6797	거래 실적에 따라 결정됩니다.
6802	상단에서 고객등급을 확인해 주시면 됩니다.
6805	가장 빠른 방법은 급여이체 통장을 당행으로 등록하시면 됩니다.
6807	회사의 재직증명서와 본인 신분증, 도장을 지참하시고 영업점에 방문하시면 됩니다.
6809	아니요,월10회까지 면제 입니다
6811	최소 로얄 스타 등급이 되셔야 가능합니다.
6814	네, 문자서비스 이용하시면 가능합니다.
6816	인터넷 뱅킹으로 신청하시면 됩니다. 
6819	인터넷뱅킹 접속후 개인뱅킹을 선택해 주시고, 입출금 문자서비스를 신청해 주시면 됩니다.
6821	그러면 영업점에 방문하셔서 신청하시면 됩니다.
6823	신분증만 지참하시고 아무 영업점이나 방문하시면 신청 가능합니다.
6825	네 월 700원입니다.
6827	문자서비스 신청하시면 입출금계좌에서 매월 자동 출금됩니다.
6830	네, OO 만원 이상 거래만 문자서비스 받으실 경우에는 건당 부과됩니다.
6832	건당 20원의 수수료가 부과됩니다.
6834	네 인터넷 뱅킹을 통해서 하실 수 있습니다.
6836	4대보험료 납부 메뉴를 통해서 하시면 됩니다.
6839	네, 공과금 메뉴 하단의 4대보험료의 국민연금납부를 선택하시면 됩니다.
6841	네, 자동이체 등록도 가능합니다.
6843	이체 메뉴의 자동이체등록에서 하실 수 있습니다.
6846	국민연금 공단에 전화하셔서 등록하는 방법이 있습니다.
6848	국민연금공단에 전화하셔서 자동이체 등록 신청한다고 말씀하신후, 은행과 계좌번호를 말씀하시면, 공단에서 본인인증후 즉시 자동이체 등록해 줍니다.
6851	전화번호는 OOOO입니다.
6858	OTP 뒷면에 발급일과 일련번호가 있습니다.
6862	OTP가 3년을 넘어가는데 갑자기 안되는 경우 사용연한이 다 되어서 안되는 것입니다.
6864	가까운 영업점에 방문하시어 OTP를 새로 발급받으셔야 합니다.
6868	그러면 영업점에 방문하셔서 새로 발급받으시는 방법 뿐이 없습니다.
6870	그런 경우 200만원 이하인 경우 오픈 뱅킹을 사용하는 방법이 있습니다.
6872	네, 토스 등의 오픈뱅킹앱을 다운받아 당행과 연결하여 사용하는 방법입니다.
6877	그렇다면 해외송금은 24시간동안 하실 수 있습니다.
6878	해외송금은 24시간 가능 합니다
6880	네 주말에도 해외 송금 가능합니다.
6882	영업시간내에 송금된 건에 대해 전문 처리 됩니다.
6884	다음 영업일 오전 10시에 송금됩니다.
6886	네 맞습니다.
6888	그것은 은행마다 다릅니다.
6890	일반적으로, 송금 처리후 1~2일 후에 인출이 가능합니다.
6897	네, 가능합니다. 
6901	그렇다면, 외화통장과 신분증이 필요하고, 도장이나 서명으로 날인하시면 됩니다.
6903	수수료는 송금액에 따라 차등 적용됩니다.
6907	만불까지는 수수료가 만원으로 동일하므로, 한번에 보내시는 것이 좋습니다.
6910	네, 영업일 중이면 언제든지 처리 가능합니다.
6912	매일 비슷하지만 월요일과 금요일만 피하시면 좋을 것 같습니다.
6916	이체 비밀번호는 계좌이체시에 필요한 번호로 통장비밀번호와 다릅니다.
6919	네, 별도로 등록하셔야 합니다.
6927	비밀번호는 영업점에서만 안내가 가능합니다.
6929	네 그렇습니다.
6930	텔레뱅킹 가입신청내역을 받으신 것이 있으시면, 등록하신 이체비밀번호를 확인하실 수 있습니다.
6932	그런 경우에도 영업점에 방문하셔서 새로 등록하시면 됩니다.
6937	이미 이체 완료하신 건에 대해서는 취소가 불가능합니다.
6942	그런 것은 아니고, 은행이 수신인에게 발신인이 실수로 잘못 송금한 사실을 알리고 취소에 동의해 달라는 안내문을 보냅니다.
6944	그러면 취소가 원칙적으로 불가능합니다.
6946	고객님 속상하시겠지만, 고객님의 실수이므로 은행이 별도로 처리해 드릴 수 있는 것은 따로 없습니다. 
6949	네 그렇습니다.
6956	인터넷뱅킹 접속후 뱅킹관리에 가시면 출금계좌 등록/삭제/변경에서 확인하실 수 있습니다.
6958	네, 또한 인터넷에 등록된 출금계좌를 지점에서만 출금계좌를 등록/해지할 수 있도록 변경하시려면 가까운 영업점에 방문하시거나 스마트폰 앱에서 변경하실 수 있습니다.
6960	네, 가능합니다. 분실신고 접수메뉴를 안내해 드리겠습니다.
6962	계좌 개설 후 증빙서류를 제출하지 않으면 한도제한 계좌로 묶입니다.
6964	2016년 3월 이전 개설된 계좌는 70만원까지이고, 그 이후 개설된 계좌는 30만원까지만 이체 및 출금이 가능합니다.
6967	영업점에 증빙서류를 제출하시거나 인터넷으로 파일을 접수해 주시면 됩니다.
6969	본 계좌의 사용목적인 지출 내용을 증빙하시면 됩니다. 급여, 카드결제, 관리비 결제, 생활비 사용 등에 관한 것입니다.
6972	대포통장이 많아서 2016년 이후 통장 개설 및 한도가 강화되어서 그러하오니 양해해 주시기 바랍니다.
6976	네, 인터넷뱅킹이나 스마트폰 뱅킹앱에서 계좌비밀번호 신규/변경 메뉴에서 하실 수 있습니다.
6978	현재 비밀번호, 변경후 비밀번호가 필요하시고, 보안매체인 OTP가 필요합니다.
6985	그러면 인터넷 뱅킹 사용이 불가능해 집니다.
6987	비밀번호를 잘 생각해 보시고 1번만 더 입력해 보시고, 안되시면 영업점에 방문하여 비밀번호 변경 처리를 하는 것이 안전할 것 같습니다.
6990	네, 과거에 사용했던 비밀번호, 주민번호, 전화번호 등으로는 변경하실 수 없습니다.
6993	네 고객님 가능합니다.
6998	스마트폰이시면 편리한 지문인증 로그인 방식을 추천드립니다.  공인인증서처럼 인증번호를 타이핑할 필요 없이 1초만에 지문 스캔으로 로그인이 가능합니다.
7001	본인 핸드폰인 것을 인증하면, 쉽게 등록하실 수 있습니다. 뱅킹앱에 있는 지문 등록 메뉴를 선택하시고 알려주는 대로 하면 쉽게 등록하실 수 있습니다.
7003	본인에게 지로로 부과된 모든 공과금을 납부하실 수 있습니다.
7005	네, 지로 납부내역 조회를 선택하시고, 조회시간을 선택하시면 해당기간 내에 고객님 명의로 발부된 지로들을 일괄 조회하실 수 있습니다.
7008	맞습니다. 지로 번호를 모르셔도 조회하셔서 납부 가능하십니다.
7010	당일 납부건에 한하여 23:30분 이전까지 취소 가능합니다.
7013	네 가능합니다. 
7018	네 그렇습니다. 공과금중 생활요금 납부 조회에 있습니다.
7021	네, 거기서 전기요금을 선택하시고, 출금계좌와 해당기간을 조회하신 후 납부하시면 됩니다.
7024	네 그렇습니다.
7026	네, 모든 공과금을 조회하시어 납부하실 수 있습니다.
7028	네, 공과금 메뉴 아래에 공과금 자동납부가 있어요. 여기에 자동납부 등록해 두시면 됩니다.
7033	네, 교통범칙금은 스마트폰 앱에서 납부하실 수 있습니다
7035	괜찮습니다. 뱅킹앱에서 직접 조회하신 후 납부하실 수 있습니다.
7038	범칙/벌과금 조회 메뉴에서 조회후 납부하시면 됩니다.
7040	네, 기간을 설정해 주시면 해당 기간내 발부된 미납 내역이 모두 조회됩니다.
7042	납부기한이 지난 건도 조회되며, 가산금과 함께 납부하시면 됩니다.
7045	주차위반 과태료는 뱅킹앱에서 납부하실 수 없습니다.
7047	교통범칙금과 달리 해당 지방 구청에서 부과하는 범칙금이라서 그렇습니다.
7050	해당 구청 홈페이지에 접속하시면 주차과태료 납부하는 곳이 따로 있습니다.
7053	공과금 납부 방법 조회 바로가기를 선택해 주세요. 대상세금은 등록면혀세, 재산세, 자동차세, 주민세입니다.
7055	네, 공과금 아래 지방세 납부를 선택해 주시면 됩니다.
7057	네, 재산세, 자동차세, 주민세, 취득세 등의 지방세를 납부하는 곳입니다.
7059	직접 지방자체단체와 주민번호를 입력하시고 조회하시면 가능합니다.
7061	네, 부과된 금액을 보실 수 있습니다.
7063	네 한번에 다 나옵니다.
7066	단건납부의 경우에는 납부고지서 상의 전자납부번호를 입력, 조회하신 후 납부하실 수 있습니다.
7068	그러면 우선 전체를 조회하시고, 조회된 내용 중 재산세만 선택하여 납부하시면 됩니다.
7071	죄송합니다만, 지방세는 지방자치단체의 요청에 따라 납부취소가 허용되지 않습니다.
7077	그러면 간단하게 납부하실 수 있습니다. 
7079	네, 공과금 아래 지방세 납부를 선택해 주신 후, 직접 지방자체단체와 주민번호를 입력하시고 조회하시면 가능합니다.
