	고객질문(요청)
39708	그거 어떻게 할 수 있나요?
39710	제가 들은건 인터넷에서 하는 방법이었던거 같아요.. 주소가 어떻게 되요?
39713	은행별로 하는거 말고 한군데서 확인할 수 있는 방법은 없나요?
39715	거기 주소가 뭐예요?
39717	거기서 휴면계좌 확인하고 잔고 이전이 되는거죠.. 어떻게 해요?
39719	휴대폰으로 본인인증하고 하던데 공인인증서가 있어야 하난요?
39721	로그인 하려면 공인인증서가 꼭 있어야 하는거군요?
39723	은행별로 계좌가 다 정리되어서 나오는거죠.. 계좌별로 잔고도 알려주는거구요?
39726	제가 네이버를 통해서 처음 중고거래를 했거든요..그런데 네이버에서 거래내역이 안보이는데 어떻게 확인하나요?
39736	제가 중고거래한 거말고 다른거 결제한거도 있는데 안보이는데요?
39738	그럼 웹툰 결제한거는 어디서 확인해요?
39740	카드로 결제한 내역확인은 어디서 하나요?
39742	참, 은행앱에서 네어버페이 거래내역 볼 수 있다는 말이 있던데요?
39746	잔액확인하는 방법이 궁금해서 연락드렸는데요?
39751	카뱅에 종이 통장이 있었나요?
39753	잔액을 확인할 수 있는 방법이 뭔가요?
39755	체크카드 사용하면서 잔액도 같이 확인이 된다던데요?
39763	알림 선택할때 잔액 표시 기능도 선택하는거라구요?
39766	거래내역을 확인하고 싶은데 방법이 있나요?
39770	증명서 발급이요?
39772	입출금거래내역확인 하는데 증명서까지 있어야 하나요?
39778	거래내역 다운은 받을 수 없나봐요.. 다운메뉴가 보이지 않는데요?
39780	혹시 모바일 앱에서는 바로 볼 수 있나요?
39782	그럼 다른 방법이 없나요?
39784	엑셀이 있어야 볼 수 있겠네요?
39786	거래내역을 조회하는데 그냥 순서대로 말고 조건대로 확인이 가능한가요?
39794	그럼 3개월씩 묶어서 조회 할 수 있나요?
39796	조회는 어디서 해요?
39798	인터넷뱅킹으로는 기간별 조회가 안되나요?
39800	인터넷 뱅킹에서 할때 기간설정은 원하는대로 되는건가요?
39806	카드 사용하면서 포인트를 챙겨본적이 없는데 확인가능한가요?
39808	어디서 확인해요?
39810	조회방법을 자세히 알려주시겠어요?
39814	언제 어디서 포인트가 쌓였는지 내역도 확인이 되나요?
39816	포인트는 현금처럼 쓰는거잖아요.. 그럼 포인트를 현금으로 바꿀 수는 없나요?
39818	현금으로 어떻게 바꿔요?
39820	현금으로 바뀐 포인트는 어디로 들어오나요?
39822	포인트 적립율이 높은  방법이 뭐예요?
39826	잔액증명서가 뭔지 알려주시겠어요?
39828	잔액증명서가 필요하다는데 발급은 어떻게 신청하나요?
39830	대리인이 가도되나요?
39832	 본인이 시간이 안되서 잔액증명서 떼달라고 했는데.. 그래서 제가 알아보는 거예요.. 제가 대신 갈 수 있는 방법이 없나요?
39834	대리인이 갈 수 있는 방법이 있네요?
39836	아참. 영어로 받으라던데 되요?
39838	그리고 아들이 제가 못미더운지 은행 방문하는 방법 말고 있는지 물어보라네요?
39842	그거는 어떻게 해요?
39844	홈페이지에서 발급이 안되기도 하나요?
39846	지금 우편으로 카드사용내역서를 받고 있는데 자꾸 잃어버려서요 지난달 카드 사용내역서도 받고 다른 방법도 알아보고 싶은데요
39858	카카오톡으로도 카드사용내역서를 받아 볼 수 있다구요?
39860	그럼 카카오톡으로 받아보려면 어떻게 해요?
39866	카드사용 알림 서비스 신청하려구요
39874	지금 제가 OO카드를 들고 있거든요 왜 조회가 안되죠?
39880	그럼 이건 제 카드가 아닌거예요?
39884	그럼 이카드 알림서비스 신청은 제가 못하나요?
39886	문자가 안와서요 어떻게 된건가하구요
39895	그럼 왜 갑자기 문자가 안 오는거예요?
39897	핸드폰 설정은 뭘 바꾸었다는건지 모르겠는데 좀 알려주실래요?
39899	잠깐만요 하나씩 해볼께요.. 핸드폰설정에 가서 그 다음에는요?
39903	그럼 이제 문자가 다시 오는건가요?
39906	잔고증명서 발급방법은 어떻게 되나요?
39908	온라인으로 발급하는 방법을 알려주실수 있을까요?
39910	온라인 발급은 아무시간이나 이용이 가능한가요?
39912	몇시까지 가능한가요?
39914	잔고증명서 종류가 있나요?
39916	제 명의의 전체 계좌에 대해서도 증명서 발급이 가능한가요?
39918	온라인에서 신청할 떄 고객단위를 선택할 수 있나요?
39920	온라인 발급시 유의사항이 있나요?
39922	발급을 신청할떄 선택할 수 있나요?
39924	발급기준을 오늘로 진행할 수 있나요?
39926	잔고증명서를 발급받고 싶은데요?
39928	지금 통화상으로 신청할 수 없나요?
39935	뭐가 다른가요?
39943	어제로 하면 출금과 관계없나요?
39946	보유하고 있는 계좌에 대한 증명서를 발급받을 수 있나요?
39948	잔고증명서는 어떻게 발급을 받을 수 있나요?
39950	추가로 필요한 서류는 없나요?
39952	온라인으로 발급받는 방법은 없나요?
39954	우편수령신청은 어떻게 진행 할 수 있나요?
39956	신청은 온라인으로만 되나요? 유선상으로 발급신청은 못하나요?
39958	우편수령으로 신청하면 도착까지는 얼마나 걸리나요?
39960	발급수수료는 얼마인가요?
39962	온라인 발급시에만 수수료가 붙나요?
39964	수수료는 어떻게 지불하나요?
39966	잔고증명서 발급방법은 어떻게 되나요?
39980	두가지가 뭐가 다른가요?
39986	잔고증명서를 발급받고 싶은데요?
40006	급여통장의 거래내역 확인을 요청할 수 있나요?
40014	거래내역은 왜 필요한가요?
40016	바로 발급 가능한가요?
40018	가까운 지점은 어디에 있나요?
40022	지점 방문은 언제까지 해야하나요?
40026	거래내역 확인 가능한가요?
40036	그런데 왜 필요하죠?
40038	원천징수영수증과 급여명세서도 제출했는데도 필요한가요?
40040	지금 바로 보내주실 수 있나요?
40042	팩스로도 보내주실 수 있나요?
40046	어제 동네슈퍼에서 물건사고 현금영수증 해달라고 했는데 등록되어있는지 확인하고 싶어요. 
40052	국세청 전산시스템이 뭔가요?
40054	아! 거기 주소가 어떻게 되나요?
40058	로그인한 후에 어디서 확인할 수 있어요?
40062	현금영수증 사용내역을 다운받을 수도 있나요?
40064	발급은 어디로 되요?
40066	부채잔액증명서가 필요한데요. 발급가능한가요?
40068	발급은 어떻게 받나요?
40070	방문말고 전화나 팩스로 받을 수 없나요?
40072	직접 방문하기가 좀 그래서요.. 다른 방법은 없을까요?
40074	대리인발급이요.. 증명서 발급시 유의사항이 있던데 뭔가요?
40078	지급정지가 어떻게 된다는 건가요?
40080	부채증명서 발급전에 잔고를 빼야겠네요..잔고를 빼고 부채증명서 발급을 신청해도 되나요?
40082	잔고 빼버리면 혹시 불이익 같은거는 없나요?
40086	티머니카드를 3장이나 가지고 있어요. 카드잔액을 한곳으로 몰아서 쓰고 싶은데 방법이 있나요?
40088	잔액 남은거 다 이전 되나요?
40090	어떤 방법이 있나요?
40092	모바일 앱으로 어떻게 하나요?
40096	티머니카드 잔액이전 메뉴가 있네요 이거로 하나요?
40098	카드 뒷번호 4자리를 입력하라는데 어떤 카드를 말하는 건가요?
40100	휴대폰 뒷면 카드 인식 위치가 어디인가요?
40106	얼마전부터 OO은행를 사용 중인데요 불편한 점이 있네요
40112	화면에 잔액이 나타나지 않는다구요?
40114	어떻게 하면 되요?
40120	메뉴항목이 세개네요 어떤걸 선택해야하나요?
40122	했는데, 변화가 없어요 된거 맞나요?
40124	아! 안보이네요. 그럼 잔액을 보려면 금액보기라는 걸 누르면 되나요?
40126	제가 OO은행 모바일 앱을 사용하고 있는데요. 처음이라
40130	문자 알림이거 끌 수도 있나해서요?
40136	체크카드 알림 해제하고 싶으면 체크카드 알림기능을 선택하면 되나요?
40140	여기 유료랑 무료가 있네요. 수수료를 제가 선택하는 건가요?
40142	카톡에서 오는  알림은 수수료가 무료 맞나요?
40146	거래내역서 어디서 확인해요?
40152	종이로 발급이 되나요?
40154	발급은 어떻게 받아요?
40159	그런데로 바로 보내려고 팩스로 되는거 아닌가.. 이메일로 받아서프린트해야하나봐요?
40161	이메일 프린트하면 PC출력인거랑 다른가요?
40166	송금한 계좌번호를 알고 싶은데 가능한가요?
40168	송금계좌번호는 어디서 찾을 수 있나요?
40174	메뉴가 많은데 어디서 조회하나요?
40176	이체메뉴 중에 송금계좌는 어디서 확인해요?
40178	이체결과조회에서 송금한 계좌번호가 바로 나오나요?
40182	송금한 계좌 내역을 정리해서 받을 수 있나요?
40184	기업고객도 송금 계좌번호는 같은 방법으로 찾는건가요?
40186	카드 사용할때 사용 확인 문자가 온다던데 그래요?
40188	결제 했냐고 물어보는게 아니라 내 카드가 결제되었다고 알려주는거군요?
40190	사용알림은 문자로 오는건가요?
40192	카카오톡으로 신청하고 싶은데 어떻게 하면 되요?
40206	휴면계좌가 어떤거예요?
40208	저한테도 휴면계좌가 있는지 확인할 수 있나요?
40210	그 서비스 이용하려면 뭐가 있어야 되나요?
40212	잔액이 남아 있는 통장이 조회되면  그 다음에 어떻게 해요?
40214	그냥 이체 되는 거예요 아무조건없이?
40216	50만원 넘는걸 모를리도 없지만 50만원 넘는 통장이 있으면 어떻게 해요?
40218	몰랐다는 건 통장 번호도 모르고 통장도 없고 그런거잖아요. 그럼 은행에 갈때 그냥 가도 되는거예요?
40220	계좌관리통합서비스에서 또 뭐할 수 있어요?
40222	계좌 입출금 내역을 확인 할 수 있다는 건가요?
40224	입출금내역 확인하다가 이상한 점 있으면 바로 처리 가능한가요?
40226	카드 결제일을 바꾸고 싶은데 가능한가요?
40228	지금 제 카드 결제일확인 가능한가요?
40230	성함이 어떻게 되시나요?
40235	그거를 10일로 바꿀수 있나요?
40237	변경은 어떻게 해요?
40246	카드사용내역서를 우편으로 받고 있었는데 이사를 했거든요.
40266	OO은행 O뱅크를 사용중인데요.. 같은 번호로 다시 송금해야하는데 지난번에 송금한 계좌번호를 알 수 있을까요?
40268	조회방법 좀 알려주세요?
40272	제가 콕뱅크 사용이 익숙하지 않은데 자세한 설명 부탁드려도 될까요?
40276	이체 메뉴 선택했네요. 그다음에는요?
40279	이거 또 없어지면 안되는데 방법이 있나요?
40281	그러면 다음에는 어디서 찾을 수 있어요?
40283	이체하는 화면에서 바로 찾을 수 있다구요?
40286	지금카드가 해외에서도 사용되는건데요.. 해외사용을 취소할수 있나해서요?
40290	해외거래 일지정지 해도 연회비는 그대로 나가나요?
40292	국내전용카드로 교체하려면 어떻게 해요?
40294	그리고 또 물어볼께 있는데요?
40296	지난번 해외 거래를 하고 취소했는데 카드 결제금액이랑 취소 금액이 달라 일부금액이 결제 되었더라구요 왜그런건가해서요?
40298	취소할때 수수료가 붙나요?
40300	해외 거래한 영수증 보관은 언제 까지 해야하나요?
40302	혹시 영수증을 잃어버렸을때는 어떻게 해요?
40304	인터넷으로 결제한건 안된다구요?
40306	카드사용 누적금액이얼마인지 확인하고 싶은데요?
